color
#FF8C00
#FF7F00
#EE7600
#CD6600
#8B4500
#E9967A
#F08080
#FFA07A
#FFA07A
#EE9572
#CD8162
#8B5742
#FFDAB9
#FFDAB9
#EECBAD
#CDAF95
#8B7765
#FFE4C4
#FFE4C4
#EED5B7
#CDB79E
#8B7D6B
#FF7F50
#FF7256
#EE6A50
#CD5B45
#8B3E2F
#F0FFF0
#F0FFF0
#E0EEE0
#C1CDC1
#838B83
#FFA500
#FFA500
#EE9A00
#CD8500
#8B5A00
#FA8072
#FF8C69
#EE8262
#CD7054
#8B4C39
#A0522D
#FF8247
#EE7942
#CD6839
#8B4726
#FF8C00
#FF7F00
#EE7600
#CD6600
#8B4500
#E9967A
#F08080
#FFA07A
#FFA07A
#EE9572
#CD8162
#8B5742
#FFDAB9
#FFDAB9
#EECBAD
#CDAF95
#8B7765
#FFE4C4
#FFE4C4
#EED5B7
#CDB79E
#8B7D6B
#FF7F50
#FF7256
#EE6A50
#CD5B45
#8B3E2F
#F0FFF0
#F0FFF0
#E0EEE0
#C1CDC1
#838B83
#FFA500
#FFA500
#EE9A00
#CD8500
#8B5A00
#FA8072
#FF8C69
#EE8262
#CD7054
#8B4C39
#A0522D
#FF8247
#EE7942
#CD6839
#8B4726
#FF8C00
#FF7F00
#EE7600
#CD6600
#8B4500
#E9967A
#F08080
#FFA07A
#FFA07A
#EE9572
#CD8162
#8B5742
#FFDAB9
#FFDAB9
#EECBAD
#CDAF95
#8B7765
#FFE4C4
#FFE4C4
#EED5B7
#CDB79E
#8B7D6B
#FF7F50
#FF7256
#EE6A50
#CD5B45
#8B3E2F
#F0FFF0
#F0FFF0
#E0EEE0
#C1CDC1
#838B83
#FFA500
#FFA500
#EE9A00
#CD8500
#8B5A00
#FA8072
#FF8C69
#EE8262
#CD7054
#8B4C39
#A0522D
#FF8247
#EE7942
#CD6839
#8B4726


























































































































































































