color
#BC8F8F
#FFC1C1
#EEB4B4
#CD9B9B
#8B6969
#8B4513
#F4A460
#F5F5DC
#A52A2A
#FF4040
#EE3B3B
#CD3333
#8B2323
#DEB887
#FFD39B
#EEC591
#CDAA7D
#8B7355
#D2691E
#FF7F24
#EE7621
#CD661D
#8B4513
#CD853F
#D2B48C
#FFA54F
#EE9A49
#CD853F
#8B5A2B
#2F4F4F
#97FFFF
#8DEEEE
#79CDCD
#528B8B
#2F4F4F
#696969
#696969
#D3D3D3
#D3D3D3
#778899
#778899
#708090
#C6E2FF
#B9D3EE
#BC8F8F
#FFC1C1
#EEB4B4
#CD9B9B
#8B6969
#8B4513
#F4A460
#F5F5DC
#A52A2A
#FF4040
#EE3B3B
#CD3333
#8B2323
#DEB887
#FFD39B
#EEC591
#CDAA7D
#8B7355
#D2691E
#FF7F24
#EE7621
#CD661D
#8B4513
#CD853F
#D2B48C
#FFA54F
#EE9A49
#CD853F
#8B5A2B
#2F4F4F
#97FFFF
#8DEEEE
#79CDCD
#528B8B
#2F4F4F
#696969
#696969
#D3D3D3
#D3D3D3
#778899
#778899
#708090
#C6E2FF
#B9D3EE
#9FB6CD
#6C7B8B
#708090
#BEBEBE

#BC8F8F
#FFC1C1
#EEB4B4
#CD9B9B
#8B6969
#8B4513
#F4A460
#F5F5DC
#A52A2A
#FF4040
#EE3B3B
#CD3333
#8B2323
#DEB887
#FFD39B
#EEC591
#CDAA7D
#8B7355
#D2691E
#FF7F24
#EE7621
#CD661D
#8B4513
#CD853F
#D2B48C
#FFA54F
#EE9A49
#CD853F
#8B5A2B
#2F4F4F
#97FFFF
#8DEEEE
#79CDCD
#528B8B
#2F4F4F
#696969
#696969
#D3D3D3
#D3D3D3
#778899
#778899
#708090
#C6E2FF
#B9D3EE
#9FB6CD
#6C7B8B
#708090
#BEBEBE





#9FB6CD
#6C7B8B
#708090
#BEBEBE
